incorrect,correct,error_type,language,task
"dirtë","dritë","letter_transposition","sq","albanian_spelling_correction"
"libbr","libr","extra_letter","sq","albanian_spelling_correction"
"dokumenta","dokumente","case_ending_error","sq","albanian_spelling_correction"
"dymbëdjetë","dymbëdhjetë","digraph_reduction","sq","albanian_spelling_correction"
"aplikcion","aplikacion","missing_letter","sq","albanian_spelling_correction"
"çaddra","çadra","extra_letter","sq","albanian_spelling_correction"
"lbirari","librari","letter_transposition","sq","albanian_spelling_correction"
"transormon","transformon","missing_letter","sq","albanian_spelling_correction"
"bsahkëpunim","bashkëpunim","letter_transposition","sq","albanian_spelling_correction"
"nëntëmbëdhjeta","nëntëmbëdhjetë","case_ending_error","sq","albanian_spelling_correction"
"drejte","drejtë","missing_diacritic","sq","albanian_spelling_correction"
"lxeojn","lexojn","letter_transposition","sq","albanian_spelling_correction"
"lula","lule","case_ending_error","sq","albanian_spelling_correction"
"ginore","gjinore","digraph_reduction","sq","albanian_spelling_correction"
"rëndësisme","rëndësishme","digraph_reduction","sq","albanian_spelling_correction"
"studojn","studiojn","missing_letter","sq","albanian_spelling_correction"
"rraibi","rralibi","missing_letter","sq","albanian_spelling_correction"
"plotsoj","plotësoj","missing_letter","sq","albanian_spelling_correction"
"përgaisin","përgatisin","missing_letter","sq","albanian_spelling_correction"
"noddhur","ndodhur","letter_transposition","sq","albanian_spelling_correction"
"ketmesiprer","ktemesiprer","letter_transposition","sq","albanian_spelling_correction"
"timaktamea","timaktamee","case_ending_error","sq","albanian_spelling_correction"
"këng","këngë","drop_final_vowel","sq","albanian_spelling_correction"
"qeilli","qielli","letter_transposition","sq","albanian_spelling_correction"
"teknoogjia","teknologjia","missing_letter","sq","albanian_spelling_correction"
"mlbedhje","mbledhje","letter_transposition","sq","albanian_spelling_correction"
"kafhe","kafshe","missing_letter","sq","albanian_spelling_correction"
"topë","topi","case_ending_error","sq","albanian_spelling_correction"
"skruaj","shkruaj","digraph_reduction","sq","albanian_spelling_correction"
"gëjpërgij","gjëpërgij","letter_transposition","sq","albanian_spelling_correction"
"gjyysh","gjysh","extra_letter","sq","albanian_spelling_correction"
"tetëmbëdhjete","tetëmbëdhjetë","case_ending_error","sq","albanian_spelling_correction"
"duhhur","duhur","extra_letter","sq","albanian_spelling_correction"
"soqëror","shoqëror","digraph_reduction","sq","albanian_spelling_correction"
"esëm","esuëm","missing_letter","sq","albanian_spelling_correction"
"zgjjidh","zgjidh","extra_letter","sq","albanian_spelling_correction"
"vejtrta","vjetrta","letter_transposition","sq","albanian_spelling_correction"
"llësko","llëshko","digraph_reduction","sq","albanian_spelling_correction"
"dokkument","dokument","extra_letter","sq","albanian_spelling_correction"
"lleeid","lleid","extra_letter","sq","albanian_spelling_correction"
"ndihmojne","ndihmojnë","missing_diacritic","sq","albanian_spelling_correction"
"perrsoni","personi","extra_letter","sq","albanian_spelling_correction"
"gashtë","gjashtë","digraph_reduction","sq","albanian_spelling_correction"
"basku","bashku","missing_letter","sq","albanian_spelling_correction"
"shppresë","shpresë","extra_letter","sq","albanian_spelling_correction"
"nojhuri","njohuri","letter_transposition","sq","albanian_spelling_correction"
"admministron","administron","extra_letter","sq","albanian_spelling_correction"
"teooretik","teoretik","extra_letter","sq","albanian_spelling_correction"
"timmaktamee","timaktamee","extra_letter","sq","albanian_spelling_correction"
"jge","jgje","digraph_reduction","sq","albanian_spelling_correction"
"plootësoj","plotësoj","extra_letter","sq","albanian_spelling_correction"
"vteëm","vetëm","letter_transposition","sq","albanian_spelling_correction"
"qaj","çaj","c_q_confusion","sq","albanian_spelling_correction"
"vendimmarëse","vendimmarrëse","digraph_reduction","sq","albanian_spelling_correction"
"mëssuam","mësuam","extra_letter","sq","albanian_spelling_correction"
"ftohte","ftohtë","case_ending_error","sq","albanian_spelling_correction"
"sic","siç","missing_diacritic","sq","albanian_spelling_correction"
"klaës","klasës","missing_letter","sq","albanian_spelling_correction"
"shuma","shumës","case_ending_error","sq","albanian_spelling_correction"
"mbaesë","mbaresë","missing_letter","sq","albanian_spelling_correction"
"aktiave","aktive","case_ending_error","sq","albanian_spelling_correction"
"sakt","saktë","case_ending_error","sq","albanian_spelling_correction"
"jan","janë","case_ending_error","sq","albanian_spelling_correction"
"reviste","revistë","case_ending_error","sq","albanian_spelling_correction"
"mësimorë","mësimore","case_ending_error","sq","albanian_spelling_correction"
"etitrad","ëtitrad","missing_diacritic","sq","albanian_spelling_correction"
"zrytari","zyrtari","letter_transposition","sq","albanian_spelling_correction"
"mbon","mbron","missing_letter","sq","albanian_spelling_correction"
"tifrks","tiferks","missing_letter","sq","albanian_spelling_correction"
"ge","gje","digraph_reduction","sq","albanian_spelling_correction"
"arttefakte","artefakte","extra_letter","sq","albanian_spelling_correction"
"transormim","transformim","missing_letter","sq","albanian_spelling_correction"
"lmuturi","lumturi","letter_transposition","sq","albanian_spelling_correction"
"teleizor","televizor","missing_letter","sq","albanian_spelling_correction"
"skhollor","shkollor","letter_transposition","sq","albanian_spelling_correction"
"proceurave","procedurave","missing_letter","sq","albanian_spelling_correction"
"proekt","projekt","missing_letter","sq","albanian_spelling_correction"
"derjtshkrim","drejtshkrim","letter_transposition","sq","albanian_spelling_correction"
"qeill","qiell","letter_transposition","sq","albanian_spelling_correction"
"jeppet","jepet","extra_letter","sq","albanian_spelling_correction"
"iizzmrgano","iizmrgano","extra_letter","sq","albanian_spelling_correction"
"gabbim","gabim","extra_letter","sq","albanian_spelling_correction"
"dill","diell","missing_letter","sq","albanian_spelling_correction"
"figur","figurë","case_ending_error","sq","albanian_spelling_correction"
"statë","shtatë","digraph_reduction","sq","albanian_spelling_correction"
"skeenë","skenë","extra_letter","sq","albanian_spelling_correction"
"gzëim","gëzim","letter_transposition","sq","albanian_spelling_correction"
"lapop","laptop","missing_letter","sq","albanian_spelling_correction"
"persnal","personal","missing_letter","sq","albanian_spelling_correction"
"prëgatisin","përgatisin","letter_transposition","sq","albanian_spelling_correction"
"vizzitojmë","vizitojmë","extra_letter","sq","albanian_spelling_correction"
"racinal","racional","missing_letter","sq","albanian_spelling_correction"
"mabresë","mbaresë","letter_transposition","sq","albanian_spelling_correction"
"tmiaktamee","timaktamee","letter_transposition","sq","albanian_spelling_correction"
"tryzë","tryezë","missing_letter","sq","albanian_spelling_correction"
"luaajnë","luajnë","extra_letter","sq","albanian_spelling_correction"
"ësht","është","case_ending_error","sq","albanian_spelling_correction"
"mbledhja","mbledhje","case_ending_error","sq","albanian_spelling_correction"
"hisstor","histor","extra_letter","sq","albanian_spelling_correction"
"shknc","shkenc","missing_letter","sq","albanian_spelling_correction"
"prëdor","përdor","letter_transposition","sq","albanian_spelling_correction"
"sumë","shumë","digraph_reduction","sq","albanian_spelling_correction"
"këgë","këngë","missing_letter","sq","albanian_spelling_correction"
"nëdrton","ndërton","letter_transposition","sq","albanian_spelling_correction"
"uniiversal","universal","extra_letter","sq","albanian_spelling_correction"
"kputon","kupton","letter_transposition","sq","albanian_spelling_correction"
"driare","dritare","missing_letter","sq","albanian_spelling_correction"
"mrbëmje","mbrëmje","letter_transposition","sq","albanian_spelling_correction"
"prëgatitin","përgatitin","letter_transposition","sq","albanian_spelling_correction"
"nevë","neve","case_ending_error","sq","albanian_spelling_correction"
"cilesor","cilësor","missing_diacritic","sq","albanian_spelling_correction"
"librat","libra","case_ending_error","sq","albanian_spelling_correction"
"dite","ditën","case_ending_error","sq","albanian_spelling_correction"
"njohuriave","njohurive","case_ending_error","sq","albanian_spelling_correction"
"larrt","lart","extra_letter","sq","albanian_spelling_correction"
"trembëdjetë","trembëdhjetë","digraph_reduction","sq","albanian_spelling_correction"
"mesë","mensë","missing_letter","sq","albanian_spelling_correction"
"prinërit","prindërit","missing_letter","sq","albanian_spelling_correction"
"shkencor","shkencorë","case_ending_error","sq","albanian_spelling_correction"
"kafs","kafsh","digraph_reduction","sq","albanian_spelling_correction"
"ltkuure","ltkuurë","missing_diacritic","sq","albanian_spelling_correction"
"tehllë","thellë","letter_transposition","sq","albanian_spelling_correction"
"kratil","kartil","letter_transposition","sq","albanian_spelling_correction"
"dmybëdhjetë","dymbëdhjetë","letter_transposition","sq","albanian_spelling_correction"
"mrbon","mbron","letter_transposition","sq","albanian_spelling_correction"
"kuptojm","kuptojmë","case_ending_error","sq","albanian_spelling_correction"
"parë","para","case_ending_error","sq","albanian_spelling_correction"
"pjesmrrje","pjesmarrje","missing_letter","sq","albanian_spelling_correction"
"jon","jonë","case_ending_error","sq","albanian_spelling_correction"
"pese","pesë","missing_diacritic","sq","albanian_spelling_correction"
"skatë","saktë","letter_transposition","sq","albanian_spelling_correction"
"zyrtarit","zyrtari","case_ending_error","sq","albanian_spelling_correction"
"zhvillimin","zhvillimit","case_ending_error","sq","albanian_spelling_correction"
"fultura","flutura","letter_transposition","sq","albanian_spelling_correction"
"libbrr","librr","extra_letter","sq","albanian_spelling_correction"
"ekssper","eksper","extra_letter","sq","albanian_spelling_correction"
"menyrën","mënyrën","missing_diacritic","sq","albanian_spelling_correction"
"lexsh","lexosh","missing_letter","sq","albanian_spelling_correction"
"djhetëmijë","dhjetëmijë","letter_transposition","sq","albanian_spelling_correction"
"duur","duhur","missing_letter","sq","albanian_spelling_correction"
"kontrolojnë","kontrollojnë","missing_letter","sq","albanian_spelling_correction"
"venore","vendore","missing_letter","sq","albanian_spelling_correction"
"pemmë","pemë","extra_letter","sq","albanian_spelling_correction"
"mëssimore","mësimore","extra_letter","sq","albanian_spelling_correction"
"tranform","transform","missing_letter","sq","albanian_spelling_correction"
"eikpi","ekipi","letter_transposition","sq","albanian_spelling_correction"
"preezantojmë","prezantojmë","extra_letter","sq","albanian_spelling_correction"
"gumi","gjumi","digraph_reduction","sq","albanian_spelling_correction"
"tjeshtë","thjeshtë","digraph_reduction","sq","albanian_spelling_correction"
"skhenc","shkenc","letter_transposition","sq","albanian_spelling_correction"
"dahnore","dhanore","letter_transposition","sq","albanian_spelling_correction"
"mbledje","mbledhje","digraph_reduction","sq","albanian_spelling_correction"
"ogranizatë","organizatë","letter_transposition","sq","albanian_spelling_correction"
"pasaj","pastaj","missing_letter","sq","albanian_spelling_correction"
"fjalin","fjalinë","drop_final_vowel","sq","albanian_spelling_correction"
"pirnter","printer","letter_transposition","sq","albanian_spelling_correction"
"fizika","fizike","case_ending_error","sq","albanian_spelling_correction"
"fluuturon","fluturon","extra_letter","sq","albanian_spelling_correction"
"nnëtë","nëntë","letter_transposition","sq","albanian_spelling_correction"
"ktëuurl","këtuurl","letter_transposition","sq","albanian_spelling_correction"
"ionvativ","inovativ","letter_transposition","sq","albanian_spelling_correction"
"mir","mirë","case_ending_error","sq","albanian_spelling_correction"
"objetiv","objektiv","missing_letter","sq","albanian_spelling_correction"
"qieli","qielli","digraph_reduction","sq","albanian_spelling_correction"
"jemit","jemi","case_ending_error","sq","albanian_spelling_correction"
"anaalitik","analitik","extra_letter","sq","albanian_spelling_correction"
"mirrë","mirë","extra_letter","sq","albanian_spelling_correction"
"vlefshmë","vlefshme","case_ending_error","sq","albanian_spelling_correction"
"rruge","rrugë","case_ending_error","sq","albanian_spelling_correction"
